Mapping parameters for Lates calcarifer (Barramundi),,,,,,,,,,
,,,,,,,,,,
"Cite AquaMaps itself as: Kaschner, K., K. Kesner-Reyes, C. Garilao, J. Rius-Barile, T. Rees, and R. Froese. 2016. AquaMaps: Predicted range maps for aquatic species. World wide web electronic publication, www.aquamaps.org, Version 08/2016. ",,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
Occurrence cells used for creating environmental envelope (n = 219),,,,,,,,,,
Genus,Species,Center Lat,Center Long,C-Square,Depth,SST,Salinity,Primary Production,Sea Ice Conc.,Distance to Land
Lates,calcarifer,-7.75,150.25,3015:370:3,4260,28.74,34.61,357,0,133
Lates,calcarifer,-7.75,147.75,3014:477:4,640,28.85,34.47,752,0,19
Lates,calcarifer,-7.75,110.25,3011:370:3,75,28.42,33.81,677,0,3
Lates,calcarifer,-7.75,108.75,3010:478:4,60,28.4,33.88,613,0,19
Lates,calcarifer,-4.75,137.25,3013:247:3,2,28.11,33.15,2222,0,4
Lates,calcarifer,-4.75,136.75,3013:246:4,15,28.11,33.13,2055,0,13
Lates,calcarifer,1.25,103.75,1010:113:2,13,28.96,30.56,2059,0,22
Lates,calcarifer,1.75,118.25,1011:218:3,63,29.07,33.86,781,0,21
Lates,calcarifer,3.75,100.75,1010:130:4,26,29.42,31.6,1862,0,24
Lates,calcarifer,4.75,118.75,1011:248:4,8,28.95,33.95,375,0,27
Lates,calcarifer,4.75,114.75,1011:144:4,18,28.85,33.09,1059,0,7
Lates,calcarifer,4.75,114.25,1011:144:3,35,28.85,33.09,1161,0,21
Lates,calcarifer,4.75,103.75,1010:143:4,25,28.69,33.06,630,0,83
Lates,calcarifer,5.25,100.25,1010:350:1,27,29.39,31.78,1715,0,23
Lates,calcarifer,5.75,115.75,1011:455:4,28,28.77,33.09,726,0,22
Lates,calcarifer,7.25,99.25,1009:479:1,9,29.19,32.27,852,0,26
Lates,calcarifer,7.25,79.75,1007:479:2,631,28.04,33.77,746,0,22
Lates,calcarifer,7.75,134.75,1013:374:4,2743,28.94,34.13,258,0,26
Lates,calcarifer,8.75,79.25,1007:489:3,505,28.1,34.2,1341,0,82
Lates,calcarifer,9.25,123.25,1012:393:1,258,28.6,33.9,694,0,16
Lates,calcarifer,10.25,104.25,1110:104:1,18,28.84,31.86,519,0,25
Lates,calcarifer,10.25,99.25,1109:209:1,15,28.97,31.94,966,0,17
Lates,calcarifer,10.75,92.75,1109:102:4,533,28.7,32.79,664,0,26
Lates,calcarifer,10.75,122.75,1112:102:4,13,28.48,34.04,832,0,17
Lates,calcarifer,10.75,108.25,1110:208:3,22,27.79,33.2,501,0,25
Lates,calcarifer,10.75,103.25,1110:103:3,14,28.96,31.55,670,0,26
Lates,calcarifer,11.25,122.25,1112:112:1,113,28.43,33.86,657,0,5
Lates,calcarifer,11.75,79.75,1107:219:4,17,28.54,33.65,1366,0,11
Lates,calcarifer,12.75,74.75,1107:124:4,82,28.63,34.09,1767,0,23
Lates,calcarifer,12.75,124.25,1112:124:3,96,28.52,34.4,512,0,20
Lates,calcarifer,13.25,100.75,1110:130:2,14,28.92,28.25,2038,0,25
Lates,calcarifer,14.75,120.75,1112:140:4,12,28.8,33.45,1115,0,15
Lates,calcarifer,15.25,145.75,1114:455:2,949,28.49,34.75,165,0,26
Lates,calcarifer,15.75,97.75,1109:457:4,20,28.74,28.55,1388,0,14
Lates,calcarifer,15.75,95.75,1109:455:4,23,28.61,28.81,1577,0,25
Lates,calcarifer,16.25,73.25,1107:363:1,40,28.5,35.47,2059,0,25
Lates,calcarifer,17.75,110.75,1111:370:4,745,27.03,33.79,435,0,127
Lates,calcarifer,18.25,84.25,1108:384:1,237,28.25,30.62,1586,0,23
Lates,calcarifer,18.25,111.75,1111:381:2,1647,26.72,33.98,409,0,167
Lates,calcarifer,18.25,106.25,1110:486:1,39,26.49,32.45,1166,0,14
Lates,calcarifer,18.75,72.75,1107:382:4,29,27.86,35.41,1139,0,23
Lates,calcarifer,19.25,113.25,1111:393:1,427,26.42,33.92,429,0,269
Lates,calcarifer,19.75,85.25,1108:495:3,146,28.12,28.69,1478,0,4
