Mapping parameters for Pagrus pagrus (Red porgy),,,,,,,,,,
,,,,,,,,,,
"Cite AquaMaps itself as: Kaschner, K., K. Kesner-Reyes, C. Garilao, J. Rius-Barile, T. Rees, and R. Froese. 2016. AquaMaps: Predicted range maps for aquatic species. World wide web electronic publication, www.aquamaps.org, Version 08/2016. ",,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
Occurrence cells used for creating environmental envelope (n = 277),,,,,,,,,,
Genus,Species,Center Lat,Center Long,C-Square,Depth,SST,Salinity,Primary Production,Sea Ice Conc.,Distance to Land
Pagrus,pagrus,36.25,11.25,1301:361:1,83,19.61,37.43,454,0,83
Pagrus,pagrus,36.25,-5.25,7300:465:1,395,18.65,36.5,1372,0,15
Pagrus,pagrus,36.75,11.25,1301:361:3,76,19.61,37.43,449,0,21
Pagrus,pagrus,36.75,10.75,1301:360:4,16,19.4,37.34,440,0,7
Pagrus,pagrus,37.25,-0.75,7300:370:2,2341,19.06,37.15,423,0,82
Pagrus,pagrus,37.25,-0.25,7300:370:1,2606,19.06,37.15,402,0,115
Pagrus,pagrus,37.25,27.25,1302:477:1,37,19.29,38.84,138,0,18
Pagrus,pagrus,37.25,-1.25,7300:371:1,1726,18.96,37.15,432,0,22
Pagrus,pagrus,37.75,-0.25,7300:370:3,604,19.06,37.15,403,0,82
Pagrus,pagrus,38.25,0.25,1300:380:1,439,19.15,37.5,396,0,81
Pagrus,pagrus,38.25,0.75,1300:380:2,1122,19.15,37.5,393,0,114
Pagrus,pagrus,38.25,-0.25,7300:380:1,224,18.93,37.5,429,0,21
Pagrus,pagrus,38.25,15.75,1301:485:2,360,19.57,38.11,462,0,11
Pagrus,pagrus,38.75,-27.25,7302:487:3,910,18.7,36.09,440,0,19
Pagrus,pagrus,39.25,-0.25,7300:390:1,31,18.79,37.75,476,0,11
Pagrus,pagrus,39.75,0.25,1300:390:3,192,19.03,37.75,490,0,49
Pagrus,pagrus,40.25,-9.25,7400:209:1,131,16.57,35.68,1077,0,64
Pagrus,pagrus,40.25,1.25,1400:101:1,528,18.89,37.81,484,0,80
Pagrus,pagrus,40.25,0.25,1400:100:1,41,18.98,37.75,541,0,11
Pagrus,pagrus,40.25,0.75,1400:100:2,65,18.98,37.81,555,0,49
Pagrus,pagrus,40.75,14.25,1401:104:3,285,19.35,37.95,531,0,15
Pagrus,pagrus,40.75,24.25,1402:104:3,87,18.03,37.56,562,0,15
Pagrus,pagrus,41.25,1.25,1400:111:1,78,18.36,37.81,717,0,6
Pagrus,pagrus,41.25,2.25,1400:112:1,491,17.98,37.74,624,0,18
Pagrus,pagrus,41.75,3.25,1400:113:3,276,17.63,38.08,516,0,18
Pagrus,pagrus,41.75,2.25,1400:112:3,8,17.98,38.08,746,0,1
Pagrus,pagrus,42.25,3.25,1400:123:1,97,16.75,37.88,552,0,13
Pagrus,pagrus,43.25,-8.25,7400:238:1,20,15.49,35.72,1002,0,3
Pagrus,pagrus,43.25,5.75,1400:235:2,242,16.75,38,588,0,7
Pagrus,pagrus,43.25,3.75,1400:133:2,63,16.27,37.88,756,0,18
Pagrus,pagrus,43.25,-3.75,7400:133:2,1,16.08,35.31,1146,0,1
Pagrus,pagrus,43.75,3.75,1400:133:4,15,16.27,37.88,759,0,1
Pagrus,pagrus,43.75,7.25,1400:237:3,725,17.31,38.13,602,0,8
Pagrus,pagrus,47.75,-3.75,7400:373:4,49,13.98,35.2,1206,0,13
Pagrus,pagrus,48.75,-3.75,7400:383:4,16,13.31,35.18,1317,0,11
