Mapping parameters for Dicentrarchus labrax (European seabass),,,,,,,,,,
,,,,,,,,,,
"Cite AquaMaps itself as: Kaschner, K., K. Kesner-Reyes, C. Garilao, J. Rius-Barile, T. Rees, and R. Froese. 2016. AquaMaps: Predicted range maps for aquatic species. World wide web electronic publication, www.aquamaps.org, Version 08/2016. ",,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
Occurrence cells used for creating environmental envelope (n = 282),,,,,,,,,,
Genus,Species,Center Lat,Center Long,C-Square,Depth,SST,Salinity,Primary Production,Sea Ice Conc.,Distance to Land
Dicentrarchus,labrax,43.25,4.25,1400:134:1,71,16.5,37.95,863,0,48
Dicentrarchus,labrax,43.25,3.75,1400:133:2,63,16.27,37.88,756,0,18
Dicentrarchus,labrax,43.25,28.25,1402:238:1,67,14.5,18.1,1330,0,17
Dicentrarchus,labrax,43.25,3.25,1400:133:1,33,16.27,37.88,617,0,10
Dicentrarchus,labrax,43.75,10.25,1401:130:3,81,17.87,38.04,609,0,13
Dicentrarchus,labrax,43.75,7.25,1400:237:3,725,17.31,38.13,602,0,8
Dicentrarchus,labrax,43.75,6.75,1400:236:4,114,17.01,38.04,557,0,0
Dicentrarchus,labrax,43.75,-6.75,7400:236:4,144,15.62,35.68,670,0,16
Dicentrarchus,labrax,43.75,-1.25,7400:131:3,35,16.04,35.09,846,0,5
Dicentrarchus,labrax,43.75,4.25,1400:134:3,27,16.5,37.95,818,0,2
Dicentrarchus,labrax,43.75,3.75,1400:133:4,15,16.27,37.88,759,0,1
Dicentrarchus,labrax,43.75,15.25,1401:235:3,31,17.75,38.02,337,0,20
Dicentrarchus,labrax,44.25,8.25,1400:248:1,382,17.64,38.13,536,0,5
Dicentrarchus,labrax,44.75,-1.25,7400:141:3,50,16.07,35.09,1167,0,14
Dicentrarchus,labrax,45.25,-0.75,7400:350:2,2,15.56,35.02,1196,0,4
Dicentrarchus,labrax,45.25,12.25,1401:352:1,9,17.42,37.15,944,0,9
Dicentrarchus,labrax,45.75,-2.75,7400:352:4,117,15.6,35.02,721,0,134
Dicentrarchus,labrax,45.75,-2.25,7400:352:3,101,15.6,35.02,990,0,107
Dicentrarchus,labrax,45.75,-1.25,7400:351:3,16,15.73,35.02,1980,0,16
Dicentrarchus,labrax,45.75,37.75,1403:457:4,22,14.21,17.76,1551,0,12
Dicentrarchus,labrax,45.75,32.75,1403:352:4,29,13.76,16.77,804,0,17
Dicentrarchus,labrax,45.75,13.75,1401:353:4,68,17.4,37.15,322,0,6
Dicentrarchus,labrax,46.25,-3.25,7400:363:1,129,14.78,35.2,1043,0,133
Dicentrarchus,labrax,46.25,-2.75,7400:362:2,94,14.92,34.93,1308,0,106
Dicentrarchus,labrax,46.25,-2.25,7400:362:1,51,14.92,34.93,1572,0,75
Dicentrarchus,labrax,46.25,-1.25,7400:361:1,12,15.33,34.93,1436,0,11
Dicentrarchus,labrax,46.75,-3.75,7400:363:4,124,14.78,35.2,1087,0,105
Dicentrarchus,labrax,46.75,-3.25,7400:363:3,104,14.78,35.2,1296,0,94
Dicentrarchus,labrax,46.75,-2.25,7400:362:3,28,14.92,34.93,1185,0,18
Dicentrarchus,labrax,47.25,-4.25,7400:374:1,116,14.01,35.38,1077,0,93
Dicentrarchus,labrax,47.25,-2.25,7400:372:1,6,13.98,34.93,1355,0,11
Dicentrarchus,labrax,47.25,-1.75,7400:371:2,2,14.03,34.93,1290,0,1
Dicentrarchus,labrax,47.75,-3.75,7400:373:4,49,13.98,35.2,1206,0,13
Dicentrarchus,labrax,47.75,-2.75,7400:372:4,8,13.98,34.93,1024,0,5
Dicentrarchus,labrax,48.25,-5.25,7400:485:1,97,13.38,35.33,1091,0,74
Dicentrarchus,labrax,48.25,-4.75,7400:384:2,37,13.34,35.33,1272,0,16
Dicentrarchus,labrax,48.75,-4.25,7400:384:3,44,13.34,35.25,1087,0,12
Dicentrarchus,labrax,48.75,-3.75,7400:383:4,16,13.31,35.18,1317,0,11
Dicentrarchus,labrax,48.75,-1.25,7400:381:3,11,12.81,34.81,1555,0,1
Dicentrarchus,labrax,49.25,0.25,1400:390:1,26,12.31,34.81,1657,0.00580258,2
Dicentrarchus,labrax,49.25,-2.25,7400:392:1,10,12.74,35.08,1122,0,17
Dicentrarchus,labrax,49.25,-1.75,7400:391:2,6,12.54,35.08,888,0,14
Dicentrarchus,labrax,49.25,-1.25,7400:391:1,9,12.54,34.81,1326,0,2
Dicentrarchus,labrax,49.25,-0.25,7400:390:1,31,12.32,34.81,1630,0.0025487,6
Dicentrarchus,labrax,49.75,0.75,1400:390:4,40,12.31,34.72,1616,0.01,4
Dicentrarchus,labrax,49.75,0.25,1400:390:3,37,12.31,34.72,1740,0,12
Dicentrarchus,labrax,49.75,-6.25,7400:496:3,80,12.9,35.24,1009,0,17
Dicentrarchus,labrax,49.75,-5.25,7400:495:3,88,12.83,35.27,1075,0,92
Dicentrarchus,labrax,49.75,-2.25,7400:392:3,30,12.74,35.08,1222,0,72
Dicentrarchus,labrax,49.75,-1.25,7400:391:3,27,12.54,34.88,1449,0,14
Dicentrarchus,labrax,49.75,-0.25,7400:390:3,39,12.32,34.81,1549,0,72
Dicentrarchus,labrax,50.25,-4.75,7500:104:2,49,12.39,35.25,995,0,11
Dicentrarchus,labrax,50.25,-4.25,7500:104:1,56,12.39,35.25,1049,0,14
Dicentrarchus,labrax,50.25,-5.75,7500:205:2,55,12.38,35.06,1047,0,17
Dicentrarchus,labrax,50.25,-3.75,7500:103:2,53,12.5,35.18,1087,0,12
Dicentrarchus,labrax,50.25,-5.25,7500:205:1,25,12.38,35.27,1080,0,11
