Mapping parameters for Oncorhynchus tshawytscha (Chinook salmon),,,,,,,,,,
,,,,,,,,,,
"Cite AquaMaps itself as: Kaschner, K., K. Kesner-Reyes, C. Garilao, J. Rius-Barile, T. Rees, and R. Froese. 2016. AquaMaps: Predicted range maps for aquatic species. World wide web electronic publication, www.aquamaps.org, Version 08/2016. ",,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
Occurrence cells used for creating environmental envelope (n = 514),,,,,,,,,,
Genus,Species,Center Lat,Center Long,C-Square,Depth,SST,Salinity,Primary Production,Sea Ice Conc.,Distance to Land
Oncorhynchus,tshawytscha,54.25,-161.25,7516:141:1,706,6.55,31.97,988,0.00081667,118
Oncorhynchus,tshawytscha,54.75,-160.25,7516:140:3,80,6.68,32.04,1021,0.00381667,64
Oncorhynchus,tshawytscha,54.75,-130.75,7513:140:4,31,9.33,31.17,1937,0,12
Oncorhynchus,tshawytscha,54.75,-130.25,7513:140:3,36,9.33,31.17,1877,0,8
Oncorhynchus,tshawytscha,54.75,-167.25,7516:247:3,461,6.1,32.45,578,0.00042917,96
Oncorhynchus,tshawytscha,54.75,-166.75,7516:246:4,316,6.2,32.31,637,0.00056833,88
Oncorhynchus,tshawytscha,54.75,-166.25,7516:246:3,279,6.2,32.31,667,0.00060917,88
Oncorhynchus,tshawytscha,54.75,-165.75,7516:245:4,256,6.26,32.02,713,0.00557917,88
Oncorhynchus,tshawytscha,54.75,-165.25,7516:245:3,126,6.26,32.02,744,0.03,64
Oncorhynchus,tshawytscha,54.75,-129.75,7512:249:4,12,9.39,31.17,1879,0,0
Oncorhynchus,tshawytscha,54.75,-172.75,7517:142:4,3565,5.61,32.88,547,0.00035917,275
Oncorhynchus,tshawytscha,54.75,-171.75,7517:141:4,3465,5.69,32.82,521,0.00038583,257
Oncorhynchus,tshawytscha,54.75,-164.75,7516:144:4,55,6.31,31.89,799,0.05,11
Oncorhynchus,tshawytscha,54.75,-171.25,7517:141:3,3339,5.69,32.82,526,0.00035917,255
Oncorhynchus,tshawytscha,54.75,-164.25,7516:144:3,45,6.31,31.89,846,0.02,4
Oncorhynchus,tshawytscha,54.75,-159.25,7515:249:3,68,6.79,32.09,1040,0.0013175,16
Oncorhynchus,tshawytscha,54.75,-162.75,7516:142:4,36,6.43,31.92,1107,0.03,16
Oncorhynchus,tshawytscha,54.75,-158.75,7515:248:4,173,6.91,32.06,1056,0.00063583,64
Oncorhynchus,tshawytscha,54.75,-158.25,7515:248:3,524,6.91,32.06,1008,0.00069333,96
Oncorhynchus,tshawytscha,54.75,-161.25,7516:141:3,98,6.55,31.97,1028,0.00284583,88
Oncorhynchus,tshawytscha,54.75,-157.75,7515:247:4,825,7.02,32.11,1116,0.0006375,128
Oncorhynchus,tshawytscha,54.75,-160.75,7516:140:4,82,6.68,32.04,990,0.00758167,88
Oncorhynchus,tshawytscha,55.25,-155.75,7515:455:2,1123,7.09,31.98,957,0.000915,87
Oncorhynchus,tshawytscha,55.25,-163.75,7516:353:2,52,5.61,31.82,781,0.03,14
Oncorhynchus,tshawytscha,55.25,-166.75,7516:456:2,140,5.57,32.13,587,0.0005675,143
Oncorhynchus,tshawytscha,55.25,-163.25,7516:353:1,27,5.61,31.82,1103,0.03,15
Oncorhynchus,tshawytscha,55.25,-166.25,7516:456:1,131,5.57,32.13,606,0.00048417,142
Oncorhynchus,tshawytscha,55.25,-131.25,7513:351:1,45,9.06,31.17,1741,0,10
Oncorhynchus,tshawytscha,55.25,-162.75,7516:352:2,8,5.65,31.82,1017,0.02,10
Oncorhynchus,tshawytscha,55.25,-165.75,7516:455:2,122,5.61,31.98,741,0.00052583,116
Oncorhynchus,tshawytscha,55.25,-165.25,7516:455:1,112,5.61,31.98,895,0.0034425,96
Oncorhynchus,tshawytscha,55.25,-160.75,7516:350:2,58,5.98,32.04,783,0.02,13
Oncorhynchus,tshawytscha,55.25,-160.25,7516:350:1,51,5.98,32.04,707,0.03,15
Oncorhynchus,tshawytscha,55.25,-159.75,7515:459:2,50,6.24,32.09,697,0.03,15
Oncorhynchus,tshawytscha,55.25,-158.75,7515:458:2,136,6.46,31.62,1076,0.00105333,63
Oncorhynchus,tshawytscha,55.25,-158.25,7515:458:1,154,6.46,31.62,1045,0.00095667,95
Oncorhynchus,tshawytscha,55.25,-168.25,7516:458:1,1411,5.5,32.43,569,0.00039917,179
Oncorhynchus,tshawytscha,55.25,-157.75,7515:457:2,67,6.67,31.71,906,0.00073333,116
Oncorhynchus,tshawytscha,55.25,-164.75,7516:354:2,98,5.63,31.89,860,0.00501,87
Oncorhynchus,tshawytscha,55.25,-167.75,7516:457:2,411,5.53,32.27,540,0.00033083,160
Oncorhynchus,tshawytscha,55.25,-164.25,7516:354:1,72,5.63,31.89,844,0.04,63
Oncorhynchus,tshawytscha,55.25,-167.25,7516:457:1,162,5.53,32.27,536,0.00040083,147
