Mapping parameters for Chanos chanos (Milkfish),,,,,,,,,,
,,,,,,,,,,
"Cite AquaMaps itself as: Kaschner, K., K. Kesner-Reyes, C. Garilao, J. Rius-Barile, T. Rees, and R. Froese. 2016. AquaMaps: Predicted range maps for aquatic species. World wide web electronic publication, www.aquamaps.org, Version 08/2016. ",,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
Occurrence cells used for creating environmental envelope (n = 344),,,,,,,,,,
Genus,Species,Center Lat,Center Long,C-Square,Depth,SST,Salinity,Primary Production,Sea Ice Conc.,Distance to Land
Chanos,chanos,-14.75,149.75,3114:249:4,2623,27.17,35.07,257,0,499
Chanos,chanos,-14.75,145.75,3114:245:4,812,26.86,35.04,493,0,94
Chanos,chanos,-14.75,145.25,3114:245:3,5,26.86,35.04,587,0,21
Chanos,chanos,-14.75,144.75,3114:144:4,2,26.85,35.04,792,0,3
Chanos,chanos,-14.75,-168.25,5116:248:3,4574,28.4,35.33,182,0,175
Chanos,chanos,-14.75,-147.75,5114:247:4,1282,28.24,35.96,222,0,27
Chanos,chanos,-14.25,145.75,3114:245:2,2234,26.86,35.04,419,0,128
Chanos,chanos,-14.25,145.25,3114:245:1,863,26.86,35.04,547,0,94
Chanos,chanos,-14.25,139.25,3113:249:1,95,28,34.29,879,0,276
Chanos,chanos,-14.25,-170.75,5117:140:2,2273,28.39,35.27,187,0,26
Chanos,chanos,-13.75,145.75,3114:235:4,2896,26.96,35,392,0,169
Chanos,chanos,-13.75,143.75,3114:133:4,11,26.94,35,709,0,23
Chanos,chanos,-13.75,-171.75,5117:131:4,1244,28.63,35.18,214,0,18
Chanos,chanos,-13.25,149.75,3114:239:2,4557,27.28,35,270,0,332
Chanos,chanos,-13.25,145.75,3114:235:2,3025,26.96,35,394,0,205
Chanos,chanos,-13.25,145.25,3114:235:1,2865,26.96,35,403,0,172
Chanos,chanos,-13.25,141.75,3114:131:2,11,28.09,34.15,627,0,11
Chanos,chanos,-13.25,-176.25,5117:236:1,1850,28.6,35.02,215,0,27
Chanos,chanos,-12.75,45.25,3104:225:3,687,27.6,34.91,698,0,25
Chanos,chanos,-12.75,141.75,3114:121:4,17,28.06,34.34,562,0,18
Chanos,chanos,-12.25,134.25,3113:124:1,3,28.14,34.34,917,0,1
Chanos,chanos,-12.25,130.75,3113:120:2,19,28.81,34.77,903,0,25
Chanos,chanos,-12.25,96.75,3109:226:2,3367,27.51,34.22,258,0,26
Chanos,chanos,-11.75,43.25,3104:113:3,1392,27.45,35.02,333,0,22
Chanos,chanos,-11.75,130.75,3113:110:4,16,28.74,34.4,1065,0,13
Chanos,chanos,-11.75,-77.25,5107:217:3,87,19.85,35.04,1982,0,19
Chanos,chanos,-11.75,96.75,3109:216:4,2873,27.75,34.18,250,0,110
Chanos,chanos,-11.25,-171.25,5117:111:1,4549,28.98,35.11,216,0,277
Chanos,chanos,-11.25,132.25,3113:112:1,4,28.42,34.4,966,0,18
Chanos,chanos,-10.75,142.25,3114:102:3,5,27.44,34.54,392,0,21
Chanos,chanos,-10.25,166.25,3116:206:1,937,28.91,34.63,353,0,27
Chanos,chanos,-10.25,107.75,3110:207:2,6286,27.88,34.15,418,0,274
Chanos,chanos,-9.75,-139.25,5013:499:3,2413,28.09,35.66,436,0,26
Chanos,chanos,-9.75,147.25,3014:497:3,1320,27.43,34.59,679,0,26
Chanos,chanos,-9.25,160.25,3016:390:1,290,29.08,34.61,412,0,20
Chanos,chanos,-9.25,125.75,3012:495:2,562,28.66,34.4,610,0,20
Chanos,chanos,-9.25,46.25,3004:496:1,2775,27.1,35.08,382,0,27
Chanos,chanos,-8.75,179.25,3017:489:3,3563,29.34,34.96,211,0,27
Chanos,chanos,-8.75,119.75,3011:489:4,302,28.35,33.83,883,0,23
Chanos,chanos,-8.75,116.75,3011:486:4,82,28.34,34.08,690,0,15
Chanos,chanos,-8.75,-157.25,5015:487:3,5407,28.95,35.51,247,0,110
Chanos,chanos,-7.75,178.75,3017:478:4,3959,29.42,35.01,216,0,111
Chanos,chanos,-7.75,147.75,3014:477:4,640,28.85,34.47,752,0,19
Chanos,chanos,-7.75,108.75,3010:478:4,60,28.4,33.88,613,0,19
Chanos,chanos,-7.75,39.75,3003:479:4,48,27.55,35.15,672,0,25
Chanos,chanos,-7.25,178.25,3017:478:1,4612,29.42,35.01,216,0,110
Chanos,chanos,-7.25,106.75,3010:476:2,110,28.28,33.45,676,0,7
Chanos,chanos,-7.25,72.25,3007:372:1,1066,28.03,34.59,365,0,27
Chanos,chanos,-6.75,39.25,3003:469:3,85,27.56,35.09,872,0,10
