Mapping parameters for Mugil cephalus (Flathead grey mullet),,,,,,,,,,
,,,,,,,,,,
"Cite AquaMaps itself as: Kaschner, K., K. Kesner-Reyes, C. Garilao, J. Rius-Barile, T. Rees, and R. Froese. 2016. AquaMaps: Predicted range maps for aquatic species. World wide web electronic publication, www.aquamaps.org, Version 08/2016. ",,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
Occurrence cells used for creating environmental envelope (n = 384),,,,,,,,,,
Genus,Species,Center Lat,Center Long,C-Square,Depth,SST,Salinity,Primary Production,Sea Ice Conc.,Distance to Land
Mugil,cephalus,17.25,-65.25,7106:475:1,4385,27.57,35.2,371,0,130
Mugil,cephalus,17.25,94.75,1109:374:2,57,28.19,30.61,1403,0,3
Mugil,cephalus,17.75,83.25,1108:373:3,47,28.39,30.62,1481,0,11
Mugil,cephalus,17.75,94.75,1109:374:4,92,28.19,30.61,1528,0,4
Mugil,cephalus,18.25,-94.75,7109:384:2,70,26.55,36.08,821,0,5
Mugil,cephalus,18.75,-94.25,7109:384:3,294,26.55,36.08,637,0,85
Mugil,cephalus,18.75,-93.25,7109:383:3,72,26.72,36.08,1052,0,85
Mugil,cephalus,18.75,-92.75,7109:382:4,46,26.96,36.11,1254,0,24
Mugil,cephalus,19.25,-104.25,7110:394:1,111,27.47,34.43,955,0,5
Mugil,cephalus,19.25,37.25,1103:497:1,22,28.61,37.86,961,0,8
Mugil,cephalus,19.75,-154.25,7115:394:3,4923,25.34,34.77,224,0,105
Mugil,cephalus,19.75,-86.25,7108:496:3,4158,27.79,35.66,302,0,129
Mugil,cephalus,19.75,85.25,1108:495:3,146,28.12,28.69,1478,0,4
Mugil,cephalus,20.25,-110.25,7211:100:1,2941,25.39,34.52,388,0,175
Mugil,cephalus,20.75,-17.75,7201:207:4,658,20.83,36,2655,0,104
Mugil,cephalus,20.75,-17.25,7201:207:3,27,20.83,36,3022,0,26
Mugil,cephalus,21.25,-158.25,7215:218:1,2368,25.38,34.88,239,0,24
Mugil,cephalus,21.75,-157.75,7215:217:4,1866,25.26,34.88,248,0,23
Mugil,cephalus,21.75,-97.75,7209:217:4,2,26.13,36.36,653,0,8
Mugil,cephalus,21.75,-96.25,7209:216:3,2151,26.28,36.36,338,0,139
Mugil,cephalus,21.75,120.75,1212:110:4,717,26.88,34.22,446,0,26
Mugil,cephalus,22.25,-109.75,7210:229:2,3133,25.18,34.68,570,0,107
Mugil,cephalus,22.25,-160.25,7216:120:1,3212,25.2,35.04,221,0,103
Mugil,cephalus,22.25,114.25,1211:124:1,10,24.72,33.79,1385,0,22
Mugil,cephalus,22.25,120.25,1212:120:1,721,26.32,34.09,785,0,97
Mugil,cephalus,22.25,120.75,1212:120:2,249,26.32,34.4,532,0,15
Mugil,cephalus,22.25,-87.25,7208:227:1,38,26.99,36.16,347,0,97
Mugil,cephalus,22.75,-105.75,7210:225:4,21,26.81,34.79,1808,0,8
Mugil,cephalus,22.75,120.25,1212:120:3,179,26.32,34.09,737,0,15
Mugil,cephalus,23.25,120.25,1212:130:1,30,25.45,33.95,652,0,9
Mugil,cephalus,23.75,119.75,1211:239:4,42,24.59,33.95,1087,0,25
Mugil,cephalus,24.25,120.25,1212:140:1,41,24.17,33.75,939,0,24
Mugil,cephalus,24.25,120.75,1212:140:2,11,24.17,33.72,650,0,3
Mugil,cephalus,24.25,-109.75,7210:249:2,617,25.18,35.04,997,0,24
Mugil,cephalus,24.25,-96.25,7209:246:1,1864,25.73,36.41,320,0,177
Mugil,cephalus,24.25,-110.75,7211:140:2,78,24.24,34.45,890,0,5
Mugil,cephalus,24.25,-110.25,7211:140:1,189,24.24,35.04,809,0,13
Mugil,cephalus,24.75,121.75,1212:141:4,251,25.05,34.5,719,0,8
Mugil,cephalus,24.75,-96.25,7209:246:3,1270,25.73,36.4,345,0,162
Mugil,cephalus,24.75,-112.25,7211:142:3,123,22.47,34.27,968,0,24
Mugil,cephalus,24.75,-111.75,7211:141:4,63,23.23,34.27,896,0,8
Mugil,cephalus,25.25,121.25,1212:351:1,78,23.92,33.72,1081,0,19
Mugil,cephalus,25.25,121.75,1212:351:2,66,23.92,34.43,871,0,15
Mugil,cephalus,25.25,-96.25,7209:456:1,697,25.34,35.79,383,0,135
Mugil,cephalus,25.75,-108.75,7210:458:4,1,25.86,35.11,1456,0,2
Mugil,cephalus,25.75,-110.75,7211:350:4,579,24.24,35.06,957,0,50
Mugil,cephalus,25.75,-109.25,7210:459:3,158,25.23,35.06,1673,0,16
Mugil,cephalus,26.25,127.75,1212:467:2,175,25.41,34.61,361,0,23
Mugil,cephalus,26.25,-97.25,7209:467:1,9,24.61,35.09,716,0,15
Mugil,cephalus,26.25,-96.25,7209:466:1,373,24.85,35.09,498,0,125
Mugil,cephalus,26.25,-82.25,7208:362:1,18,25.44,35.97,1061,0,75
Mugil,cephalus,26.25,-109.75,7210:469:2,365,25.04,35.34,971,0,75
Mugil,cephalus,26.25,-109.25,7210:469:1,51,25.04,35.34,1234,0,14
Mugil,cephalus,26.75,-96.75,7209:466:4,59,24.85,35.09,705,0,74
Mugil,cephalus,26.75,-113.25,7211:363:3,46,21.08,33.77,1444,0,18
Mugil,cephalus,26.75,-111.75,7211:361:4,219,23.17,35.31,1171,0,12
Mugil,cephalus,26.75,-109.25,7210:469:3,25,25.04,35.34,1609,0,5
Mugil,cephalus,26.75,-81.75,7208:361:4,1,25.92,35.97,784,0,2
Mugil,cephalus,27.25,-96.75,7209:476:2,55,24.36,34.61,674,0,89
Mugil,cephalus,27.25,-96.25,7209:476:1,247,24.36,34.61,470,0,133
Mugil,cephalus,27.25,-80.25,7208:370:1,8,26.13,36.27,490,0,10
Mugil,cephalus,27.75,-97.25,7209:477:3,10,24.26,34.61,1256,0,14
Mugil,cephalus,27.75,-96.25,7209:476:3,69,24.36,34.61,544,0,105
Mugil,cephalus,27.75,-175.75,7217:475:4,2312,23.67,35.23,278,0,207
Mugil,cephalus,27.75,-114.25,7211:374:3,4,18.96,33.63,1117,0,10
Mugil,cephalus,27.75,-111.25,7211:371:3,863,23.31,35.31,1137,0,50
Mugil,cephalus,27.75,-110.75,7211:370:4,371,23.95,35.31,1556,0,21
Mugil,cephalus,27.75,-80.25,7208:370:3,15,26.13,36.27,475,0,20
Mugil,cephalus,28.25,-97.25,7209:487:1,3,24.07,34.61,764,0,3
Mugil,cephalus,28.25,-177.25,7217:487:1,2463,23.04,35.2,282,0,24
