Mapping parameters for Gadus morhua (Atlantic cod),,,,,,,,,,
,,,,,,,,,,
"Cite AquaMaps itself as: Kaschner, K., K. Kesner-Reyes, C. Garilao, J. Rius-Barile, T. Rees, and R. Froese. 2016. AquaMaps: Predicted range maps for aquatic species. World wide web electronic publication, www.aquamaps.org, Version 08/2016. ",,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
Occurrence cells used for creating environmental envelope (n = 1796),,,,,,,,,,
Genus,Species,Center Lat,Center Long,C-Square,Depth,SST,Salinity,Primary Production,Sea Ice Conc.,Distance to Land
Gadus,morhua,43.75,-67.75,7406:237:4,210,8.31,31.92,1296,0.00151167,96
Gadus,morhua,43.75,-67.25,7406:237:3,194,8.31,31.92,1320,0.00174833,109
Gadus,morhua,43.75,-50.75,7405:130:4,70,10.15,33.14,876,0.00034667,409
Gadus,morhua,43.75,-60.75,7406:130:4,52,9.92,32.03,1038,0.00054083,121
Gadus,morhua,43.75,-50.25,7405:130:3,62,10.15,33.14,894,0.00023583,427
Gadus,morhua,43.75,-60.25,7406:130:3,66,9.92,32.03,997,0.00026333,80
Gadus,morhua,43.75,-66.75,7406:236:4,134,8.13,31.65,1361,0.00699667,80
Gadus,morhua,43.75,-66.25,7406:236:3,60,8.13,31.65,1473,0.07,18
Gadus,morhua,43.75,-65.75,7406:235:4,5,8.11,31.65,1588,0.03,9
Gadus,morhua,43.75,-65.25,7406:235:3,24,8.11,31.21,1273,0.02,8
Gadus,morhua,44.25,-52.25,7405:142:1,94,7.99,32.53,855,0.00033167,321
Gadus,morhua,44.25,-69.25,7406:249:1,3,8.84,32.13,2076,0.04,3
Gadus,morhua,44.25,-59.75,7405:249:2,108,7.8,31.43,1024,0.00047083,95
Gadus,morhua,44.25,-68.75,7406:248:2,11,8.82,32.13,1640,0.03,16
Gadus,morhua,44.25,-61.75,7406:141:2,144,7.47,30.88,973,0.00060917,98
Gadus,morhua,44.25,-59.25,7405:249:1,151,7.8,31.43,954,0.00042917,108
Gadus,morhua,44.25,-68.25,7406:248:1,33,8.82,32.13,1942,0.07,18
Gadus,morhua,44.25,-51.75,7405:141:2,77,7.48,32.6,864,0.00035917,329
Gadus,morhua,44.25,-61.25,7406:141:1,112,7.47,30.88,979,0.00086,116
Gadus,morhua,44.25,-51.25,7405:141:1,73,7.48,32.6,845,0.0003875,341
Gadus,morhua,44.25,-58.75,7405:248:2,127,7.96,31.81,801,0.00036,137
Gadus,morhua,44.25,-67.75,7406:247:2,94,8.49,31.92,1809,0.06,20
Gadus,morhua,44.25,-60.75,7406:140:2,70,7.69,31.03,1033,0.00090083,137
Gadus,morhua,44.25,-58.25,7405:248:1,444,7.96,31.81,871,0.00054,172
Gadus,morhua,44.25,-67.25,7406:247:1,144,8.49,31.92,1516,0.02,80
Gadus,morhua,44.25,-60.25,7406:140:1,96,7.69,31.03,1024,0.00054083,108
Gadus,morhua,44.25,-57.75,7405:247:2,995,8.15,32.1,874,0.00047083,209
Gadus,morhua,44.25,-66.75,7406:246:2,142,8.02,31.65,1462,0.01,80
Gadus,morhua,44.25,-49.75,7404:249:2,43,7.62,32.93,328,0.00037333,403
Gadus,morhua,44.25,-57.25,7405:247:1,1596,8.15,32.1,847,0.0002625,247
Gadus,morhua,44.25,-66.25,7406:246:1,65,8.02,31.65,1435,0.06,17
Gadus,morhua,44.25,-49.25,7404:249:1,90,7.62,32.93,725,0.0002075,429
Gadus,morhua,44.25,-48.75,7404:248:2,1655,8.36,33.23,832,0.00044333,457
Gadus,morhua,44.25,-50.75,7405:140:2,66,7.34,32.72,1008,0.0002475,359
Gadus,morhua,44.25,-50.25,7405:140:1,55,7.34,32.72,954,0.0002625,379
Gadus,morhua,44.25,-64.25,7406:144:1,42,7.24,31.21,1245,0.04,16
Gadus,morhua,44.25,-54.75,7405:144:2,2761,8.61,32.51,806,0.00045667,321
Gadus,morhua,44.25,-63.75,7406:143:2,106,7.1,31.3,1193,0.02,77
Gadus,morhua,44.25,-53.75,7405:143:2,2033,8.37,32.5,800,0.0001225,318
Gadus,morhua,44.25,-63.25,7406:143:1,138,7.1,31.3,1127,0.01,95
Gadus,morhua,44.25,-53.25,7405:143:1,1257,8.37,32.5,823,0.0001925,318
Gadus,morhua,44.25,-62.75,7406:142:2,182,7.24,31.48,1082,0.00208083,91
Gadus,morhua,44.25,-52.75,7405:142:2,342,7.99,32.53,862,0.0001925,318
Gadus,morhua,44.25,-62.25,7406:142:1,158,7.24,30.88,1068,0.00226083,91
Gadus,morhua,44.75,-61.75,7406:141:4,120,7.47,30.88,1098,0.05,48
Gadus,morhua,44.75,-59.25,7405:249:3,123,7.8,31.43,978,0.00137417,157
Gadus,morhua,44.75,-51.75,7405:141:4,66,7.48,32.6,776,0.00029,275
Gadus,morhua,44.75,-61.25,7406:141:3,124,7.47,30.88,1111,0.00385833,77
Gadus,morhua,44.75,-51.25,7405:141:3,68,7.48,32.6,809,0.00017917,291
Gadus,morhua,44.75,-58.75,7405:248:4,123,7.96,31.81,917,0.00197083,176
Gadus,morhua,44.75,-67.75,7406:247:4,1,8.49,31.92,1861,0.03,3
Gadus,morhua,44.75,-60.75,7406:140:4,127,7.69,31.03,1104,0.0033175,108
Gadus,morhua,44.75,-58.25,7405:248:3,87,7.96,31.81,908,0.0011375,201
Gadus,morhua,44.75,-67.25,7406:247:3,29,8.49,31.92,1860,0.03,10
Gadus,morhua,44.75,-60.25,7406:140:3,129,7.69,31.03,1057,0.0013725,136
Gadus,morhua,44.75,-57.75,7405:247:4,50,8.15,32.1,963,0.00101167,232
Gadus,morhua,44.75,-66.75,7406:246:4,59,8.02,31.65,1961,0.07,19
Gadus,morhua,44.75,-49.75,7404:249:4,47,7.62,32.93,623,0.0003175,361
Gadus,morhua,44.75,-57.25,7405:247:3,229,8.15,32.1,958,0.00070667,265
Gadus,morhua,44.75,-66.25,7406:246:3,135,8.02,31.65,1747,0.06,77
Gadus,morhua,44.75,-49.25,7404:249:3,155,7.62,32.93,793,0.00031833,390
Gadus,morhua,44.75,-56.75,7405:246:4,508,8.38,32.31,896,0.00036,265
Gadus,morhua,44.75,-50.75,7405:140:4,57,7.34,32.72,1006,0.0002625,311
Gadus,morhua,44.75,-65.75,7406:245:4,66,7.51,31.65,1636,0.08,13
Gadus,morhua,44.75,-48.75,7404:248:4,1575,8.36,33.23,818,0.00040083,421
Gadus,morhua,44.75,-56.25,7405:246:3,845,8.38,32.31,894,0.00027583,262
Gadus,morhua,44.75,-50.25,7405:140:3,59,7.34,32.72,941,0.00029083,335
Gadus,morhua,44.75,-65.25,7406:245:3,42,7.51,31.21,1642,0.13,2
Gadus,morhua,44.75,-55.75,7405:245:4,1229,8.64,32.42,909,0.00029083,262
Gadus,morhua,44.75,-47.25,7404:247:3,3704,9.65,33.63,773,0.00009583,521
Gadus,morhua,44.75,-55.25,7405:245:3,1936,8.64,32.42,860,0.00033167,262
Gadus,morhua,44.75,-44.75,7404:144:4,4541,14.72,34.89,729,0,699
Gadus,morhua,44.75,-54.75,7405:144:4,1706,8.61,32.51,820,0.00029083,265
Gadus,morhua,44.75,-64.25,7406:144:3,2,7.24,31.21,1451,0.14,2
Gadus,morhua,44.75,-54.25,7405:144:3,990,8.61,32.51,843,0.000165,262
Gadus,morhua,44.75,-63.75,7406:143:4,3,7.1,31.3,1299,0.08,3
Gadus,morhua,44.75,-53.75,7405:143:4,318,8.37,32.5,820,0.00016417,262
Gadus,morhua,44.75,-63.25,7406:143:3,34,7.1,31.3,1161,0.06,8
Gadus,morhua,44.75,-53.25,7405:143:3,78,8.37,32.5,821,0.0001925,262
Gadus,morhua,44.75,-62.75,7406:142:4,56,7.24,30.88,1305,0.03,12
Gadus,morhua,44.75,-52.75,7405:142:4,82,7.99,32.53,788,0.0004975,262
Gadus,morhua,44.75,-62.25,7406:142:3,84,7.24,30.88,1368,0.05,18
Gadus,morhua,44.75,-52.25,7405:142:3,74,7.99,32.53,775,0.00042917,265
Gadus,morhua,44.75,-59.75,7405:249:4,132,7.8,31.43,1023,0.00208083,151
Gadus,morhua,45.25,-60.25,7406:350:1,115,6.73,30.64,1168,0.02,95
Gadus,morhua,45.25,-67.25,7406:457:1,5,8.12,31.92,1617,0.04,2
Gadus,morhua,45.25,-66.75,7406:456:2,14,7.58,31.65,1763,0.05,6
Gadus,morhua,45.25,-59.75,7405:459:2,129,6.61,30.64,1104,0.00965083,95
Gadus,morhua,45.25,-66.25,7406:456:1,51,7.58,31.65,1858,0.07,8
Gadus,morhua,45.25,-59.25,7405:459:1,104,6.61,30.64,1090,0.01,107
Gadus,morhua,45.25,-65.75,7406:455:2,64,7.14,31.65,1766,0.14,12
Gadus,morhua,45.25,-65.25,7406:455:1,55,7.14,31.21,1994,0.2,18
Gadus,morhua,45.25,-58.75,7405:458:2,100,6.62,31.28,1038,0.0065675,135
Gadus,morhua,45.25,-58.25,7405:458:1,111,6.62,31.28,1003,0.0048875,169
Gadus,morhua,45.25,-57.75,7405:457:2,176,6.73,31.64,1006,0.00259583,205
Gadus,morhua,45.25,-57.25,7405:457:1,423,6.73,31.64,966,0.00122,223
Gadus,morhua,45.25,-54.75,7405:354:2,197,7.06,32.09,807,0.0002475,210
Gadus,morhua,45.25,-56.75,7405:456:2,405,6.89,31.87,943,0.00056833,210
Gadus,morhua,45.25,-54.25,7405:354:1,121,7.06,32.09,806,0.00045583,206
Gadus,morhua,45.25,-56.25,7405:456:1,217,6.89,31.87,910,0.00040083,206
Gadus,morhua,45.25,-53.75,7405:353:2,81,6.84,31.97,845,0.0004975,206
Gadus,morhua,45.25,-55.75,7405:455:2,81,7.1,31.91,852,0.00035917,206
Gadus,morhua,45.25,-53.25,7405:353:1,74,6.84,31.97,879,0.00045583,206
Gadus,morhua,45.25,-55.25,7405:455:1,239,7.1,31.91,868,0.00024917,206
Gadus,morhua,45.25,-64.75,7406:354:2,30,6.8,31.21,1641,0.23,10
Gadus,morhua,45.25,-49.75,7404:459:2,64,6.02,32.69,772,0.00015083,325
Gadus,morhua,45.25,-52.75,7405:352:2,92,6.5,32.11,867,0.00026167,206
Gadus,morhua,45.25,-63.25,7406:353:1,1,6.63,31.3,1224,0.13,1
Gadus,morhua,45.25,-49.25,7404:459:1,70,6.02,32.69,819,0.00045583,357
Gadus,morhua,45.25,-52.25,7405:352:1,80,6.5,32.11,830,0.00031833,210
Gadus,morhua,45.25,-48.75,7404:458:2,526,6.5,32.97,853,0.00081667,390
Gadus,morhua,45.25,-51.75,7405:351:2,68,6.05,32.29,850,0.00022083,223
Gadus,morhua,45.25,-48.25,7404:458:1,1730,6.5,32.97,815,0.00103917,425
Gadus,morhua,45.25,-51.25,7405:351:1,65,6.05,32.29,940,0.00024833,242
