Mapping parameters for Scophthalmus rhombus (Brill),,,,,,,,,,
,,,,,,,,,,
"Cite AquaMaps itself as: Kaschner, K., K. Kesner-Reyes, C. Garilao, J. Rius-Barile, T. Rees, and R. Froese. 2016. AquaMaps: Predicted range maps for aquatic species. World wide web electronic publication, www.aquamaps.org, Version 08/2016. ",,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
Occurrence cells used for creating environmental envelope (n = 451),,,,,,,,,,
Genus,Species,Center Lat,Center Long,C-Square,Depth,SST,Salinity,Primary Production,Sea Ice Conc.,Distance to Land
Scophthalmus,rhombus,50.75,-0.75,7500:100:4,31,12.24,34.88,1726,0.01,12
Scophthalmus,rhombus,50.75,-0.25,7500:100:3,43,12.24,34.72,1741,0.02,12
Scophthalmus,rhombus,51.25,-8.75,7500:218:2,104,12.53,35.18,1184,0,70
Scophthalmus,rhombus,51.25,-8.25,7500:218:1,99,12.53,35,1181,0,90
Scophthalmus,rhombus,51.25,2.75,1500:112:2,24,11.55,34.25,1733,0.00937093,11
Scophthalmus,rhombus,51.25,2.25,1500:112:1,31,11.55,34.59,1775,0.01,16
Scophthalmus,rhombus,51.25,-7.75,7500:217:2,103,12.37,35,1062,0,90
Scophthalmus,rhombus,51.25,-4.75,7500:114:2,54,12.01,34.4,1501,0,48
Scophthalmus,rhombus,51.25,1.75,1500:111:2,28,11.66,34.59,1859,0.01,48
Scophthalmus,rhombus,51.25,-4.25,7500:114:1,38,12.01,34.4,1459,0,14
Scophthalmus,rhombus,51.25,1.25,1500:111:1,17,11.66,34.59,1812,0.02,10
Scophthalmus,rhombus,51.25,-5.75,7500:215:2,88,11.97,34.93,1206,0,100
Scophthalmus,rhombus,51.25,0.25,1500:110:1,1,11.86,34.72,1744,0.01,0
Scophthalmus,rhombus,51.25,-5.25,7500:215:1,74,11.97,34.4,1310,0,72
Scophthalmus,rhombus,51.25,-10.25,7501:110:1,134,12.52,35.36,1052,0,90
Scophthalmus,rhombus,51.25,4.25,1500:114:1,4,11.57,33.43,2017,0.00927229,2
Scophthalmus,rhombus,51.25,-9.75,7500:219:2,98,12.49,35.36,1291,0,70
Scophthalmus,rhombus,51.25,-9.25,7500:219:1,96,12.49,35.25,1182,0,17
Scophthalmus,rhombus,51.25,3.75,1500:113:2,7,11.57,33.88,2057,0.01,3
Scophthalmus,rhombus,51.25,3.25,1500:113:1,9,11.57,33.88,1881,0.01,5
Scophthalmus,rhombus,51.75,2.75,1500:112:4,31,11.55,34.25,1732,0.00885917,90
Scophthalmus,rhombus,51.75,2.25,1500:112:3,34,11.55,34.25,1729,0.00361,90
Scophthalmus,rhombus,51.75,-7.75,7500:217:4,70,12.37,35,1187,0,17
Scophthalmus,rhombus,51.75,-7.25,7500:217:3,83,12.37,35,1047,0,69
Scophthalmus,rhombus,51.75,-4.75,7500:114:4,23,12.01,34.4,1468,0,8
Scophthalmus,rhombus,51.75,1.75,1500:111:4,29,11.66,34.59,1992,0.01,69
Scophthalmus,rhombus,51.75,-4.25,7500:114:3,34,12.01,34.4,1411,0,7
Scophthalmus,rhombus,51.75,-6.75,7500:216:4,73,12.07,34.93,1194,0,90
Scophthalmus,rhombus,51.75,1.25,1500:111:3,25,11.66,34.59,1488,0.03,15
Scophthalmus,rhombus,51.75,-6.25,7500:216:3,88,12.07,34.93,1319,0,90
Scophthalmus,rhombus,51.75,-5.25,7500:215:3,28,11.97,34.4,1534,0,15
Scophthalmus,rhombus,51.75,-3.75,7500:113:4,62,12.29,34.4,1443,0.0013289,3
Scophthalmus,rhombus,51.75,-10.75,7501:110:4,137,12.52,35.36,889,0,69
Scophthalmus,rhombus,51.75,-10.25,7501:110:3,45,12.52,35.36,993,0,14
Scophthalmus,rhombus,51.75,4.25,1500:114:3,2,11.57,33.43,2124,0.00925529,10
